Timestamp,Blind Zone ID,Inferred From,Calibrated Pressure (bar),Physics Delta (bar),Calibrated Flow (LPS)
2026-03-22 10:16:08,Z03,Z01 & Z04,1.449,0.021,67.82
2026-03-22 10:16:08,Z05,Z06 & Z02,1.439,0.014,40.72
2026-03-22 10:16:08,Z07,Z08 & Z06,1.369,-0.022,33.53
2026-03-22 10:16:10,Z03,Z01 & Z04,1.429,0.02,64.82
2026-03-22 10:16:10,Z05,Z06 & Z02,1.427,0.005,43.03
2026-03-22 10:16:10,Z07,Z08 & Z06,1.477,0.068,34.37
2026-03-22 10:16:10,Z03,Z01 & Z04,1.584,0.158,63.05
2026-03-22 10:16:10,Z05,Z06 & Z02,1.462,0.053,41.46
2026-03-22 10:16:10,Z07,Z08 & Z06,1.495,0.084,29.76
2026-03-22 10:16:12,Z03,Z01 & Z04,1.551,0.141,68.93
2026-03-22 10:16:12,Z05,Z06 & Z02,1.451,0.057,41.97
2026-03-22 10:16:12,Z07,Z08 & Z06,1.319,-0.069,29.84
2026-03-22 10:16:12,Z03,Z01 & Z04,1.437,0.06,61.35
2026-03-22 10:16:12,Z05,Z06 & Z02,1.37,-0.035,38.71
2026-03-22 10:16:12,Z07,Z08 & Z06,1.411,0.011,28.17
2026-03-22 10:16:14,Z03,Z01 & Z04,1.545,0.153,64.11
2026-03-22 10:16:14,Z05,Z06 & Z02,1.494,0.065,36.11
2026-03-22 10:16:14,Z07,Z08 & Z06,1.38,-0.016,29.6
2026-03-22 10:16:14,Z03,Z01 & Z04,1.436,0.042,60.1
2026-03-22 10:16:14,Z05,Z06 & Z02,1.473,0.056,36.5
2026-03-22 10:16:14,Z07,Z08 & Z06,1.53,0.145,29.92
2026-03-22 10:16:16,Z03,Z01 & Z04,1.438,0.039,59.15
2026-03-22 10:16:16,Z05,Z06 & Z02,1.419,0.024,42.31
2026-03-22 10:16:16,Z07,Z08 & Z06,1.381,-0.025,30.13
2026-03-22 10:16:16,Z03,Z01 & Z04,1.436,0.042,63.79
2026-03-22 10:16:16,Z05,Z06 & Z02,1.401,-0.014,45.05
2026-03-22 10:16:16,Z07,Z08 & Z06,1.398,-0.014,34.2
2026-03-22 10:16:18,Z03,Z01 & Z04,1.447,0.057,57.03
2026-03-22 10:16:18,Z05,Z06 & Z02,1.491,0.109,44.37
2026-03-22 10:16:18,Z07,Z08 & Z06,1.474,0.052,31.18
2026-03-22 10:16:18,Z03,Z01 & Z04,1.538,0.113,58.85
2026-03-22 10:16:18,Z05,Z06 & Z02,1.479,0.069,33.43
2026-03-22 10:16:18,Z07,Z08 & Z06,1.556,0.167,28.97
2026-03-22 10:16:20,Z03,Z01 & Z04,1.365,-0.028,55.49
2026-03-22 10:16:20,Z05,Z06 & Z02,1.505,0.115,40.29
2026-03-22 10:16:20,Z07,Z08 & Z06,1.465,0.047,31.52
2026-03-22 10:16:20,Z03,Z01 & Z04,1.337,-0.087,56.02
2026-03-22 10:16:20,Z05,Z06 & Z02,1.419,0.047,43.74
2026-03-22 10:16:20,Z07,Z08 & Z06,1.444,0.019,34.68
2026-03-22 10:16:22,Z03,Z01 & Z04,1.554,0.133,63.23
2026-03-22 10:16:22,Z05,Z06 & Z02,1.472,0.06,40.01
2026-03-22 10:16:22,Z07,Z08 & Z06,1.354,-0.055,31.05
2026-03-22 10:16:22,Z03,Z01 & Z04,1.498,0.127,62.85
2026-03-22 10:16:22,Z05,Z06 & Z02,1.466,0.078,39.34
2026-03-22 10:16:22,Z07,Z08 & Z06,1.466,0.049,31.38
2026-03-22 10:16:24,Z03,Z01 & Z04,1.485,0.084,60.38
2026-03-22 10:16:24,Z05,Z06 & Z02,1.541,0.119,42.75
2026-03-22 10:16:24,Z07,Z08 & Z06,1.478,0.078,32.36
2026-03-22 10:16:24,Z03,Z01 & Z04,1.523,0.128,60.12
2026-03-22 10:16:24,Z05,Z06 & Z02,1.518,0.121,39.99
2026-03-22 10:16:24,Z07,Z08 & Z06,1.455,0.085,32.35
2026-03-22 10:16:26,Z03,Z01 & Z04,1.352,-0.077,67.03
2026-03-22 10:16:26,Z05,Z06 & Z02,1.399,0.029,37.2
2026-03-22 10:16:26,Z07,Z08 & Z06,1.459,0.034,26.7
2026-03-22 10:16:26,Z03,Z01 & Z04,1.515,0.14,66.04
2026-03-22 10:16:26,Z05,Z06 & Z02,1.406,0.011,40.35
2026-03-22 10:16:26,Z07,Z08 & Z06,1.482,0.073,38.26
2026-03-22 10:16:28,Z03,Z01 & Z04,1.379,-0.04,53.91
2026-03-22 10:16:28,Z05,Z06 & Z02,1.424,0.037,41.46
2026-03-22 10:16:28,Z07,Z08 & Z06,1.445,0.028,32.11
2026-03-22 10:16:28,Z03,Z01 & Z04,1.559,0.16,57.54
2026-03-22 10:16:28,Z05,Z06 & Z02,1.48,0.063,39.7
2026-03-22 10:16:28,Z07,Z08 & Z06,1.515,0.093,28.22
2026-03-22 10:16:30,Z03,Z01 & Z04,1.482,0.095,69.04
2026-03-22 10:16:30,Z05,Z06 & Z02,1.456,0.046,37.31
2026-03-22 10:16:30,Z07,Z08 & Z06,1.498,0.103,26.84
2026-03-22 10:16:30,Z03,Z01 & Z04,1.438,0.055,58.18
2026-03-22 10:16:30,Z05,Z06 & Z02,1.456,0.033,37.92
2026-03-22 10:16:30,Z07,Z08 & Z06,1.533,0.109,31.97
2026-03-22 10:16:32,Z03,Z01 & Z04,1.562,0.144,59.74
2026-03-22 10:16:32,Z05,Z06 & Z02,1.542,0.122,36.4
2026-03-22 10:16:32,Z07,Z08 & Z06,1.436,0.043,31.81
2026-03-22 10:16:32,Z03,Z01 & Z04,1.481,0.079,58.01
2026-03-22 10:16:32,Z05,Z06 & Z02,1.448,0.06,40.0
2026-03-22 10:16:32,Z07,Z08 & Z06,1.446,0.049,31.19
2026-03-22 10:16:34,Z03,Z01 & Z04,1.459,0.03,62.75
2026-03-22 10:16:34,Z05,Z06 & Z02,1.492,0.102,42.67
2026-03-22 10:16:34,Z07,Z08 & Z06,1.435,0.016,31.99
2026-03-22 10:16:34,Z03,Z01 & Z04,1.399,-0.02,63.3
2026-03-22 10:16:34,Z05,Z06 & Z02,1.357,-0.038,45.78
2026-03-22 10:16:34,Z07,Z08 & Z06,1.357,-0.021,32.85
2026-03-22 10:16:36,Z03,Z01 & Z04,1.389,0.001,58.82
2026-03-22 10:16:36,Z05,Z06 & Z02,1.331,-0.051,35.41
2026-03-22 10:16:36,Z07,Z08 & Z06,1.474,0.052,30.77
2026-03-22 10:16:36,Z03,Z01 & Z04,1.332,-0.085,63.86
2026-03-22 10:16:36,Z05,Z06 & Z02,1.421,0.022,38.94
2026-03-22 10:16:36,Z07,Z08 & Z06,1.401,0.001,35.42
2026-03-22 10:16:38,Z03,Z01 & Z04,1.356,-0.033,59.11
2026-03-22 10:16:38,Z05,Z06 & Z02,1.475,0.073,39.62
2026-03-22 10:16:38,Z07,Z08 & Z06,1.432,0.03,32.87
2026-03-22 10:16:38,Z03,Z01 & Z04,1.311,-0.099,69.02
2026-03-22 10:16:38,Z05,Z06 & Z02,1.399,-0.006,45.27
2026-03-22 10:16:38,Z07,Z08 & Z06,1.34,-0.041,37.66
2026-03-22 10:16:40,Z03,Z01 & Z04,1.5,0.071,60.24
2026-03-22 10:16:40,Z05,Z06 & Z02,1.502,0.099,37.18
2026-03-22 10:16:40,Z07,Z08 & Z06,1.531,0.116,28.51
2026-03-22 10:16:40,Z03,Z01 & Z04,1.488,0.11,54.28
2026-03-22 10:16:40,Z05,Z06 & Z02,1.42,0.027,34.43
2026-03-22 10:16:40,Z07,Z08 & Z06,1.488,0.061,28.93
2026-03-22 10:16:42,Z03,Z01 & Z04,1.535,0.14,71.88
2026-03-22 10:16:42,Z05,Z06 & Z02,1.48,0.07,42.2
2026-03-22 10:16:42,Z07,Z08 & Z06,1.433,0.007,32.13
2026-03-22 10:16:42,Z03,Z01 & Z04,1.522,0.129,65.65
2026-03-22 10:16:42,Z05,Z06 & Z02,1.553,0.145,38.71
2026-03-22 10:16:42,Z07,Z08 & Z06,1.522,0.139,28.07
2026-03-22 10:16:44,Z03,Z01 & Z04,1.572,0.162,69.37
2026-03-22 10:16:44,Z05,Z06 & Z02,1.562,0.16,43.9
2026-03-22 10:16:44,Z07,Z08 & Z06,1.524,0.12,31.97
2026-03-22 10:16:44,Z03,Z01 & Z04,1.424,0.03,61.64
2026-03-22 10:16:44,Z05,Z06 & Z02,1.442,0.019,42.59
2026-03-22 10:16:44,Z07,Z08 & Z06,1.362,-0.024,32.04
2026-03-22 10:16:46,Z03,Z01 & Z04,1.374,-0.012,58.74
2026-03-22 10:16:46,Z05,Z06 & Z02,1.485,0.1,39.78
2026-03-22 10:16:46,Z07,Z08 & Z06,1.512,0.089,25.76
2026-03-22 10:16:46,Z03,Z01 & Z04,1.393,-0.023,63.55
2026-03-22 10:16:46,Z05,Z06 & Z02,1.483,0.062,40.52
2026-03-22 10:16:46,Z07,Z08 & Z06,1.39,-0.033,31.15
2026-03-22 10:16:48,Z03,Z01 & Z04,1.479,0.085,55.77
2026-03-22 10:16:48,Z05,Z06 & Z02,1.453,0.059,42.31
2026-03-22 10:16:48,Z07,Z08 & Z06,1.436,0.046,32.05
2026-03-22 10:16:48,Z03,Z01 & Z04,1.404,-0.004,65.42
2026-03-22 10:16:48,Z05,Z06 & Z02,1.32,-0.054,43.6
2026-03-22 10:16:48,Z07,Z08 & Z06,1.435,0.058,35.62
2026-03-22 10:16:50,Z03,Z01 & Z04,1.459,0.044,65.43
2026-03-22 10:16:50,Z05,Z06 & Z02,1.397,-0.025,40.94
2026-03-22 10:16:50,Z07,Z08 & Z06,1.417,0.042,30.34
2026-03-22 10:16:50,Z03,Z01 & Z04,1.55,0.137,56.41
2026-03-22 10:16:50,Z05,Z06 & Z02,1.42,0.038,41.65
2026-03-22 10:16:50,Z07,Z08 & Z06,1.382,-0.004,31.87
2026-03-22 10:16:52,Z03,Z01 & Z04,1.373,-0.048,51.99
2026-03-22 10:16:52,Z05,Z06 & Z02,1.408,0.036,46.27
2026-03-22 10:16:52,Z07,Z08 & Z06,1.547,0.134,36.11
2026-03-22 10:16:52,Z03,Z01 & Z04,1.347,-0.024,58.0
2026-03-22 10:16:52,Z05,Z06 & Z02,1.453,0.038,37.12
2026-03-22 10:16:52,Z07,Z08 & Z06,1.579,0.152,30.99
2026-03-22 10:16:54,Z03,Z01 & Z04,1.358,-0.019,68.36
2026-03-22 10:16:54,Z05,Z06 & Z02,1.407,0.035,44.56
2026-03-22 10:16:54,Z07,Z08 & Z06,1.381,0.009,32.23
2026-03-22 10:16:54,Z03,Z01 & Z04,1.455,0.053,63.3
2026-03-22 10:16:54,Z05,Z06 & Z02,1.426,0.044,39.0
2026-03-22 10:16:54,Z07,Z08 & Z06,1.439,0.052,30.16
2026-03-22 10:16:56,Z03,Z01 & Z04,1.421,0.046,58.41
2026-03-22 10:16:56,Z05,Z06 & Z02,1.35,-0.059,40.64
2026-03-22 10:16:56,Z07,Z08 & Z06,1.384,0.0,30.91
2026-03-22 10:16:56,Z03,Z01 & Z04,1.475,0.075,59.23
2026-03-22 10:16:56,Z05,Z06 & Z02,1.5,0.105,40.48
2026-03-22 10:16:56,Z07,Z08 & Z06,1.475,0.057,31.54
2026-03-22 10:16:58,Z03,Z01 & Z04,1.378,-0.039,63.18
2026-03-22 10:16:58,Z05,Z06 & Z02,1.458,0.058,42.08
2026-03-22 10:16:58,Z07,Z08 & Z06,1.472,0.068,31.58
2026-03-22 10:16:58,Z03,Z01 & Z04,1.428,0.052,53.51
2026-03-22 10:16:58,Z05,Z06 & Z02,1.575,0.162,40.36
2026-03-22 10:16:58,Z07,Z08 & Z06,1.504,0.075,32.77
2026-03-22 10:17:00,Z03,Z01 & Z04,1.36,-0.015,65.9
2026-03-22 10:17:00,Z05,Z06 & Z02,1.406,0.021,39.88
2026-03-22 10:17:00,Z07,Z08 & Z06,1.351,-0.066,34.07
2026-03-22 10:17:01,Z03,Z01 & Z04,1.524,0.107,62.42
2026-03-22 10:17:01,Z05,Z06 & Z02,1.44,0.036,41.93
2026-03-22 10:17:01,Z07,Z08 & Z06,1.426,0.002,27.44
2026-03-22 10:17:02,Z03,Z01 & Z04,1.478,0.094,60.03
2026-03-22 10:17:02,Z05,Z06 & Z02,1.408,0.007,36.17
2026-03-22 10:17:02,Z07,Z08 & Z06,1.487,0.071,31.66
2026-03-22 10:17:03,Z03,Z01 & Z04,1.51,0.092,54.03
2026-03-22 10:17:03,Z05,Z06 & Z02,1.355,-0.035,43.29
2026-03-22 10:17:03,Z07,Z08 & Z06,1.414,0.02,32.73
2026-03-22 10:17:04,Z03,Z01 & Z04,1.452,0.034,63.45
2026-03-22 10:17:04,Z05,Z06 & Z02,1.55,0.152,34.9
2026-03-22 10:17:04,Z07,Z08 & Z06,1.555,0.14,27.76
2026-03-22 10:17:05,Z03,Z01 & Z04,1.338,-0.046,69.43
2026-03-22 10:17:05,Z05,Z06 & Z02,1.429,0.002,37.14
2026-03-22 10:17:05,Z07,Z08 & Z06,1.452,0.024,27.64
2026-03-22 10:17:06,Z03,Z01 & Z04,1.538,0.165,57.26
2026-03-22 10:17:06,Z05,Z06 & Z02,1.579,0.174,38.01
2026-03-22 10:17:06,Z07,Z08 & Z06,1.499,0.107,34.91
2026-03-22 10:17:07,Z03,Z01 & Z04,1.428,0.01,51.86
2026-03-22 10:17:07,Z05,Z06 & Z02,1.335,-0.075,38.48
2026-03-22 10:17:07,Z07,Z08 & Z06,1.33,-0.042,32.66
2026-03-22 10:17:08,Z03,Z01 & Z04,1.599,0.178,66.01
2026-03-22 10:17:08,Z05,Z06 & Z02,1.499,0.104,38.94
2026-03-22 10:17:08,Z07,Z08 & Z06,1.567,0.151,29.46
2026-03-22 10:17:09,Z03,Z01 & Z04,1.489,0.091,63.38
2026-03-22 10:17:09,Z05,Z06 & Z02,1.372,-0.053,43.12
2026-03-22 10:17:09,Z07,Z08 & Z06,1.442,0.037,29.46
2026-03-22 10:17:10,Z03,Z01 & Z04,1.533,0.132,59.64
2026-03-22 10:17:10,Z05,Z06 & Z02,1.465,0.063,40.61
2026-03-22 10:17:10,Z07,Z08 & Z06,1.451,0.077,31.67
2026-03-22 10:17:11,Z03,Z01 & Z04,1.491,0.063,65.45
2026-03-22 10:17:11,Z05,Z06 & Z02,1.495,0.079,42.58
2026-03-22 10:17:11,Z07,Z08 & Z06,1.479,0.072,27.7
2026-03-22 10:17:12,Z03,Z01 & Z04,1.534,0.126,62.16
2026-03-22 10:17:12,Z05,Z06 & Z02,1.435,0.044,37.24
2026-03-22 10:17:12,Z07,Z08 & Z06,1.404,-0.024,32.08
2026-03-22 10:17:13,Z03,Z01 & Z04,1.549,0.147,53.6
2026-03-22 10:17:13,Z05,Z06 & Z02,1.439,0.035,34.96
2026-03-22 10:17:13,Z07,Z08 & Z06,1.41,0.035,27.66
2026-03-22 10:17:14,Z03,Z01 & Z04,1.6,0.181,64.05
2026-03-22 10:17:14,Z05,Z06 & Z02,1.403,0.0,43.44
2026-03-22 10:17:14,Z07,Z08 & Z06,1.474,0.077,31.92
2026-03-22 10:17:15,Z03,Z01 & Z04,1.548,0.126,56.62
2026-03-22 10:17:15,Z05,Z06 & Z02,1.563,0.167,47.3
2026-03-22 10:17:15,Z07,Z08 & Z06,1.446,0.06,35.69
2026-03-22 10:17:16,Z03,Z01 & Z04,1.42,-0.003,62.44
2026-03-22 10:17:16,Z05,Z06 & Z02,1.415,0.004,44.44
2026-03-22 10:17:16,Z07,Z08 & Z06,1.424,0.041,33.08
2026-03-22 10:17:17,Z03,Z01 & Z04,1.468,0.069,67.05
2026-03-22 10:17:17,Z05,Z06 & Z02,1.447,0.052,34.45
2026-03-22 10:17:17,Z07,Z08 & Z06,1.341,-0.037,30.81
2026-03-22 10:17:18,Z03,Z01 & Z04,1.389,-0.032,52.13
2026-03-22 10:17:18,Z05,Z06 & Z02,1.469,0.045,38.29
2026-03-22 10:17:18,Z07,Z08 & Z06,1.463,0.086,27.32
2026-03-22 10:17:19,Z03,Z01 & Z04,1.492,0.1,58.26
2026-03-22 10:17:19,Z05,Z06 & Z02,1.493,0.07,45.19
2026-03-22 10:17:19,Z07,Z08 & Z06,1.35,-0.05,31.66
2026-03-22 10:17:20,Z03,Z01 & Z04,1.378,0.004,58.19
2026-03-22 10:17:20,Z05,Z06 & Z02,1.434,0.019,42.31
2026-03-22 10:17:20,Z07,Z08 & Z06,1.336,-0.048,29.9
2026-03-22 10:17:21,Z03,Z01 & Z04,1.337,-0.081,60.05
2026-03-22 10:17:21,Z05,Z06 & Z02,1.456,0.04,35.19
2026-03-22 10:17:21,Z07,Z08 & Z06,1.465,0.061,29.99
2026-03-22 10:17:22,Z03,Z01 & Z04,1.371,-0.059,58.34
2026-03-22 10:17:22,Z05,Z06 & Z02,1.44,0.042,40.72
2026-03-22 10:17:22,Z07,Z08 & Z06,1.486,0.071,29.57
2026-03-22 10:17:23,Z03,Z01 & Z04,1.453,0.068,55.12
2026-03-22 10:17:23,Z05,Z06 & Z02,1.358,-0.04,44.55
2026-03-22 10:17:23,Z07,Z08 & Z06,1.415,0.031,32.39
2026-03-22 10:17:24,Z03,Z01 & Z04,1.293,-0.095,59.76
2026-03-22 10:17:24,Z05,Z06 & Z02,1.35,-0.071,45.39
2026-03-22 10:17:24,Z07,Z08 & Z06,1.418,0.031,34.6
2026-03-22 10:17:25,Z03,Z01 & Z04,1.444,0.05,54.52
2026-03-22 10:17:25,Z05,Z06 & Z02,1.468,0.078,39.17
2026-03-22 10:17:25,Z07,Z08 & Z06,1.452,0.076,34.24
2026-03-22 10:17:26,Z03,Z01 & Z04,1.546,0.15,68.23
2026-03-22 10:17:26,Z05,Z06 & Z02,1.561,0.161,45.13
2026-03-22 10:17:26,Z07,Z08 & Z06,1.485,0.097,30.06
2026-03-22 10:17:27,Z03,Z01 & Z04,1.516,0.09,70.11
2026-03-22 10:17:27,Z05,Z06 & Z02,1.437,0.056,47.45
2026-03-22 10:17:27,Z07,Z08 & Z06,1.487,0.067,36.24
2026-03-22 10:17:28,Z03,Z01 & Z04,1.488,0.092,59.14
2026-03-22 10:17:28,Z05,Z06 & Z02,1.491,0.103,44.7
2026-03-22 10:17:28,Z07,Z08 & Z06,1.432,0.035,35.15
2026-03-22 10:17:29,Z03,Z01 & Z04,1.487,0.062,64.51
2026-03-22 10:17:29,Z05,Z06 & Z02,1.466,0.068,41.48
2026-03-22 10:17:29,Z07,Z08 & Z06,1.458,0.063,35.58
2026-03-22 10:17:30,Z03,Z01 & Z04,1.404,0.03,58.53
2026-03-22 10:17:30,Z05,Z06 & Z02,1.562,0.168,38.63
2026-03-22 10:17:30,Z07,Z08 & Z06,1.583,0.19,30.45
2026-03-22 10:17:31,Z03,Z01 & Z04,1.45,0.044,57.71
2026-03-22 10:17:31,Z05,Z06 & Z02,1.51,0.103,47.35
2026-03-22 10:17:31,Z07,Z08 & Z06,1.586,0.159,33.06
2026-03-22 10:17:32,Z03,Z01 & Z04,1.436,0.039,60.81
2026-03-22 10:17:32,Z05,Z06 & Z02,1.428,0.025,41.68
2026-03-22 10:17:32,Z07,Z08 & Z06,1.402,0.011,34.43
2026-03-22 10:17:33,Z03,Z01 & Z04,1.402,-0.006,68.46
2026-03-22 10:17:33,Z05,Z06 & Z02,1.38,-0.045,43.59
2026-03-22 10:17:33,Z07,Z08 & Z06,1.414,0.016,32.39
2026-03-22 10:17:34,Z03,Z01 & Z04,1.461,0.05,55.57
2026-03-22 10:17:34,Z05,Z06 & Z02,1.557,0.132,35.61
2026-03-22 10:17:34,Z07,Z08 & Z06,1.387,0.017,31.42
2026-03-22 10:17:35,Z03,Z01 & Z04,1.446,0.054,61.28
2026-03-22 10:17:35,Z05,Z06 & Z02,1.487,0.073,42.5
2026-03-22 10:17:35,Z07,Z08 & Z06,1.574,0.176,32.89
2026-03-22 10:17:36,Z03,Z01 & Z04,1.564,0.168,66.14
2026-03-22 10:17:36,Z05,Z06 & Z02,1.416,0.012,34.24
2026-03-22 10:17:36,Z07,Z08 & Z06,1.486,0.075,30.13
2026-03-22 10:17:37,Z03,Z01 & Z04,1.446,0.031,55.77
2026-03-22 10:17:37,Z05,Z06 & Z02,1.487,0.101,41.83
2026-03-22 10:17:37,Z07,Z08 & Z06,1.471,0.061,32.7
2026-03-22 10:17:38,Z03,Z01 & Z04,1.551,0.16,55.98
2026-03-22 10:17:38,Z05,Z06 & Z02,1.58,0.169,41.49
2026-03-22 10:17:38,Z07,Z08 & Z06,1.528,0.12,30.58
2026-03-22 10:17:39,Z03,Z01 & Z04,1.531,0.153,51.92
2026-03-22 10:17:39,Z05,Z06 & Z02,1.475,0.048,37.97
2026-03-22 10:17:39,Z07,Z08 & Z06,1.436,0.057,32.08
2026-03-22 10:17:40,Z03,Z01 & Z04,1.366,-0.051,53.98
2026-03-22 10:17:40,Z05,Z06 & Z02,1.473,0.094,39.44
2026-03-22 10:17:40,Z07,Z08 & Z06,1.49,0.07,29.95
2026-03-22 10:17:41,Z03,Z01 & Z04,1.46,0.07,61.47
2026-03-22 10:17:41,Z05,Z06 & Z02,1.484,0.067,40.29
2026-03-22 10:17:41,Z07,Z08 & Z06,1.499,0.114,29.75
2026-03-22 10:17:42,Z03,Z01 & Z04,1.471,0.07,64.08
2026-03-22 10:17:42,Z05,Z06 & Z02,1.283,-0.089,41.99
2026-03-22 10:17:42,Z07,Z08 & Z06,1.346,-0.051,36.86
2026-03-22 10:17:43,Z03,Z01 & Z04,1.35,-0.037,62.21
2026-03-22 10:17:43,Z05,Z06 & Z02,1.426,0.052,41.77
2026-03-22 10:17:43,Z07,Z08 & Z06,1.39,-0.035,33.88
2026-03-22 10:17:44,Z03,Z01 & Z04,1.446,0.047,67.13
2026-03-22 10:17:44,Z05,Z06 & Z02,1.546,0.14,41.4
2026-03-22 10:17:44,Z07,Z08 & Z06,1.519,0.118,31.58
2026-03-22 10:17:45,Z03,Z01 & Z04,1.495,0.089,57.36
2026-03-22 10:17:45,Z05,Z06 & Z02,1.446,0.067,47.47
2026-03-22 10:17:45,Z07,Z08 & Z06,1.566,0.152,31.54
2026-03-22 10:17:46,Z03,Z01 & Z04,1.392,0.003,64.74
2026-03-22 10:17:46,Z05,Z06 & Z02,1.476,0.064,40.78
2026-03-22 10:17:46,Z07,Z08 & Z06,1.379,0.009,30.38
2026-03-22 10:17:47,Z03,Z01 & Z04,1.553,0.147,54.89
2026-03-22 10:17:47,Z05,Z06 & Z02,1.44,0.046,41.32
2026-03-22 10:17:47,Z07,Z08 & Z06,1.385,-0.019,32.22
2026-03-22 10:17:48,Z03,Z01 & Z04,1.388,-0.015,61.55
2026-03-22 10:17:48,Z05,Z06 & Z02,1.394,-0.021,46.37
2026-03-22 10:17:48,Z07,Z08 & Z06,1.367,-0.006,36.22
2026-03-22 10:17:49,Z03,Z01 & Z04,1.516,0.087,68.65
2026-03-22 10:17:49,Z05,Z06 & Z02,1.415,0.018,42.73
2026-03-22 10:17:49,Z07,Z08 & Z06,1.43,0.015,29.4
2026-03-22 10:17:50,Z03,Z01 & Z04,1.427,0.009,59.17
2026-03-22 10:17:50,Z05,Z06 & Z02,1.497,0.089,40.24
2026-03-22 10:17:50,Z07,Z08 & Z06,1.465,0.06,31.55
2026-03-22 10:17:51,Z03,Z01 & Z04,1.367,-0.05,70.44
2026-03-22 10:17:51,Z05,Z06 & Z02,1.442,0.047,38.68
2026-03-22 10:17:51,Z07,Z08 & Z06,1.484,0.063,32.32
2026-03-22 10:17:52,Z03,Z01 & Z04,1.456,0.054,59.38
2026-03-22 10:17:52,Z05,Z06 & Z02,1.518,0.094,40.43
2026-03-22 10:17:52,Z07,Z08 & Z06,1.506,0.13,29.52
2026-03-22 10:17:53,Z03,Z01 & Z04,1.483,0.072,56.06
2026-03-22 10:17:53,Z05,Z06 & Z02,1.443,0.016,45.64
2026-03-22 10:17:53,Z07,Z08 & Z06,1.391,0.005,31.13
2026-03-22 10:17:54,Z03,Z01 & Z04,1.389,-0.028,70.2
2026-03-22 10:17:54,Z05,Z06 & Z02,1.364,-0.034,36.72
2026-03-22 10:17:54,Z07,Z08 & Z06,1.457,0.037,33.29
2026-03-22 10:17:55,Z03,Z01 & Z04,1.497,0.077,51.57
2026-03-22 10:17:55,Z05,Z06 & Z02,1.466,0.045,33.97
2026-03-22 10:17:55,Z07,Z08 & Z06,1.409,0.015,31.6
2026-03-22 10:17:56,Z03,Z01 & Z04,1.426,0.047,53.34
2026-03-22 10:17:56,Z05,Z06 & Z02,1.513,0.091,41.75
2026-03-22 10:17:56,Z07,Z08 & Z06,1.481,0.083,34.75
2026-03-22 10:17:57,Z03,Z01 & Z04,1.5,0.082,54.41
2026-03-22 10:17:57,Z05,Z06 & Z02,1.572,0.157,41.53
2026-03-22 10:17:57,Z07,Z08 & Z06,1.46,0.062,32.41
2026-03-22 10:17:58,Z03,Z01 & Z04,1.538,0.133,58.97
2026-03-22 10:17:58,Z05,Z06 & Z02,1.425,-0.0,36.46
2026-03-22 10:17:58,Z07,Z08 & Z06,1.454,0.038,27.38
2026-03-22 10:17:59,Z03,Z01 & Z04,1.353,-0.068,68.01
2026-03-22 10:17:59,Z05,Z06 & Z02,1.438,0.039,46.44
2026-03-22 10:17:59,Z07,Z08 & Z06,1.492,0.105,34.26
2026-03-22 10:18:00,Z03,Z01 & Z04,1.424,0.051,62.52
2026-03-22 10:18:00,Z05,Z06 & Z02,1.539,0.158,38.69
2026-03-22 10:18:00,Z07,Z08 & Z06,1.496,0.089,31.04
2026-03-22 10:18:01,Z03,Z01 & Z04,1.383,0.013,67.47
2026-03-22 10:18:01,Z05,Z06 & Z02,1.519,0.107,40.68
2026-03-22 10:18:01,Z07,Z08 & Z06,1.583,0.154,29.51
2026-03-22 10:18:02,Z03,Z01 & Z04,1.314,-0.067,60.31
2026-03-22 10:18:02,Z05,Z06 & Z02,1.451,0.05,36.72
2026-03-22 10:18:02,Z07,Z08 & Z06,1.34,-0.032,31.18
2026-03-22 10:18:03,Z03,Z01 & Z04,1.48,0.053,59.85
2026-03-22 10:18:03,Z05,Z06 & Z02,1.447,0.041,40.2
2026-03-22 10:18:03,Z07,Z08 & Z06,1.46,0.076,29.52
2026-03-22 10:18:04,Z03,Z01 & Z04,1.496,0.088,64.63
2026-03-22 10:18:04,Z05,Z06 & Z02,1.495,0.104,44.26
2026-03-22 10:18:04,Z07,Z08 & Z06,1.52,0.097,35.99
2026-03-22 10:18:05,Z03,Z01 & Z04,1.326,-0.058,56.78
2026-03-22 10:18:05,Z05,Z06 & Z02,1.47,0.093,39.57
2026-03-22 10:18:05,Z07,Z08 & Z06,1.46,0.034,30.47
2026-03-22 10:18:06,Z03,Z01 & Z04,1.418,0.047,59.81
2026-03-22 10:18:06,Z05,Z06 & Z02,1.534,0.112,39.22
2026-03-22 10:18:06,Z07,Z08 & Z06,1.551,0.127,27.45
2026-03-22 10:18:07,Z03,Z01 & Z04,1.428,0.023,61.53
2026-03-22 10:18:07,Z05,Z06 & Z02,1.46,0.061,39.33
2026-03-22 10:18:07,Z07,Z08 & Z06,1.519,0.093,29.86
2026-03-22 10:18:08,Z03,Z01 & Z04,1.508,0.084,58.23
2026-03-22 10:18:08,Z05,Z06 & Z02,1.498,0.099,38.17
2026-03-22 10:18:08,Z07,Z08 & Z06,1.446,0.054,33.17
2026-03-22 10:18:09,Z03,Z01 & Z04,1.511,0.098,70.12
2026-03-22 10:18:09,Z05,Z06 & Z02,1.425,0.054,39.98
2026-03-22 10:18:09,Z07,Z08 & Z06,1.501,0.13,34.2
2026-03-22 10:18:10,Z03,Z01 & Z04,1.402,-0.013,71.13
